Spain, Population size (abridged)	Last modified: 08 May 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
    1975+       39            236063.52       231235.16       467298.68
    1975+       40            236071.84       229607.50       465679.34
    1975+       41            246470.04       242212.46       488682.50
    1975+       42            245278.74       241192.94       486471.68
    1975+       43            235424.23       233851.92       469276.15
    1975+       44            250885.60       243593.42       494479.02
    1975+       45            230890.24       225640.61       456530.85
    1975+       46            235825.76       227868.45       463694.21
    1975+       47            225117.63       218096.01       443213.64
    1975+       48            225732.89       220206.80       445939.69
    1975+       49            223009.43       211762.54       434771.97
    1975+       50            218157.68       209538.79       427696.47
    1975+       51            212740.98       205724.37       418465.35
    1975+       52            218309.50       203751.92       422061.42
    1975+       53            199699.74       196248.70       395948.44
    1975+       54            204365.22       183099.05       387464.27
    1975+       55            175593.44       154894.96       330488.40
    1975+       56            179810.04       151861.28       331671.32
    1975+       57            173042.21       145557.38       318599.59
    1975+       58            169631.07       142380.34       312011.41
    1975+       59            173816.99       145824.04       319641.03
    1975+       60            175367.70       145027.36       320395.06
    1975+       61            171083.85       142862.56       313946.41
    1975+       62            173374.61       142301.23       315675.84
    1975+       63            164704.70       137513.24       302217.94
    1975+       64            173933.81       137900.12       311833.93
    1975+       65            156887.71       129505.99       286393.70
    1975+       66            155446.84       127429.82       282876.66
    1975+       67            150079.11       120755.74       270834.85
    1975+       68            144945.91       113249.86       258195.77
    1975+       69            146436.12       111830.71       258266.83
    1975+       70            135330.10        98973.87       234303.97
    1975+       71            129641.69        97268.03       226909.72
    1975+       72            124068.99        90421.95       214490.94
    1975+       73            107697.79        79604.95       187302.74
    1975+       74            124655.50        77468.89       202124.39
    1975+       75             84308.87        59150.29       143459.16
    1975+       76             85180.31        56146.91       141327.22
    1975+       77             76890.83        49668.21       126559.04
    1975+       78             77009.50        48323.83       125333.33
    1975+       79             68337.19        41332.65       109669.84
    1975+       80             60790.72        34584.61        95375.33
    1975+       81             52647.35        29380.99        82028.34
    1975+       82             49057.07        26075.86        75132.93
    1975+       83             39090.37        20555.30        59645.67
    1975+       84             37241.45        18353.49        55594.94
    1975+       85             30576.87        15397.09        45973.96
    1975+       86             26913.28        12961.41        39874.69
    1975+       87             19831.12         9246.08        29077.20
    1975+       88             16325.53         7243.18        23568.71
    1975+       89             13082.46         5605.35        18687.81
    1975+       90             10341.20         4229.38        14570.58
    1975+       91              6961.39         2872.21         9833.60
    1975+       92              5639.49         2193.40         7832.89
    1975+       93              4181.23         1483.62         5664.85
    1975+       94              3376.13         1179.26         4555.39
    1975+       95              2005.94          624.19         2630.13
    1975+       96              1465.64          458.69         1924.33
    1975+       97               920.20          328.01         1248.21
    1975+       98               655.19          212.97          868.16
    1975+       99               457.71          146.05          603.76
    1975+      100               277.27           82.04          359.31
    1975+      101               165.13           50.96          216.09
    1975+      102                99.67           29.00          128.67
    1975+      103                58.22           16.06           74.28
    1975+      104                33.94            8.88           42.82
    1975+      105                17.64            4.63           22.27
    1975+      106                 8.90            2.18           11.08
    1975+      107                 4.82            0.67            5.49
    1975+      108                 1.77            0.00            1.77
    1975+      109                 0.78            0.00            0.78
    1975+      110+                0.00            0.00            0.00
     1976        0            318881.43       340393.64       659275.07
     1976        1            327441.97       345102.61       672544.58
     1976        2            319693.14       337574.62       657267.76
     1976        3            320303.19       338070.35       658373.54
     1976        4            318569.34       336801.02       655370.36
     1976        5            315597.86       333413.37       649011.23
     1976        6            311825.37       328930.87       640756.24
     1976        7            312120.53       329317.37       641437.90
     1976        8            321154.97       336017.28       657172.25
     1976        9            324142.58       341625.03       665767.61
     1976       10            323209.31       338323.98       661533.29
     1976       11            329266.47       344933.37       674199.84
     1976       12            318581.57       332795.99       651377.56
     1976       13            308674.93       323684.74       632359.67
     1976       14            304001.05       316185.19       620186.24
     1976       15            310610.83       316838.04       627448.87
     1976       16            301546.77       310307.78       611854.55
     1976       17            296876.98       310549.90       607426.88
     1976       18            290973.20       301758.27       592731.47
     1976       19            273219.37       282370.24       555589.61
     1976       20            269058.27       275266.91       544325.18
     1976       21            261591.42       260236.39       521827.81
     1976       22            260918.32       262831.48       523749.80
     1976       23            262561.17       264999.43       527560.60
     1976       24            246552.69       249990.22       496542.91
     1976       25            248185.74       253426.32       501612.06
     1976       26            250403.01       257267.82       507670.83
     1976       27            263697.82       270998.06       534695.88
     1976       28            245725.97       255947.04       501673.01
     1976       29            231456.22       238380.36       469836.58
     1976       30            249998.23       249144.98       499143.21
     1976       31            236846.15       235399.25       472245.40
     1976       32            233025.05       234396.47       467421.52
     1976       33            207461.10       207485.14       414946.24
     1976       34            188919.88       191449.13       380369.01
     1976       35            233972.07       233299.51       467271.58
     1976       36            169027.99       164349.88       333377.87
     1976       37            185818.80       182360.09       368178.89
     1976       38            212301.41       209031.77       421333.18
     1976       39            242664.59       230583.86       473248.45
     1976       40            235882.32       230991.47       466873.79
     1976       41            236105.86       229666.75       465772.61
     1976       42            246234.54       241871.99       488106.53
     1976       43            244934.17       240839.06       485773.23
     1976       44            235795.82       233916.59       469712.41
     1976       45            249659.34       242245.07       491904.41
     1976       46            231117.66       225527.52       456645.18
     1976       47            235150.13       226950.16       462100.29
     1976       48            224757.10       217468.01       442225.11
     1976       49            225340.55       219234.72       444575.27
     1976       50            222131.90       210596.76       432728.66
     1976       51            217907.14       208693.55       426600.69
     1976       52            212208.14       204712.31       416920.45
     1976       53            217081.20       202081.65       419162.85
     1976       54            199411.32       194832.61       394243.93
     1976       55            202408.50       180890.45       383298.95
     1976       56            175611.99       153948.94       329560.93
     1976       57            178670.55       150002.63       328673.18
     1976       58            172219.14       143764.64       315983.78
     1976       59            168968.17       140745.64       309713.81
     1976       60            172758.59       143720.93       316479.52
     1976       61            174184.15       142966.40       317150.55
     1976       62            169933.90       140433.46       310367.36
     1976       63            171948.93       139698.08       311647.01
     1976       64            163361.08       134776.32       298137.40
     1976       65            171245.87       134431.99       305677.86
     1976       66            155433.86       126312.71       281746.57
     1976       67            153348.89       123880.25       277229.14
     1976       68            147613.73       116994.24       264607.97
     1976       69            142286.34       109242.29       251528.63
     1976       70            142565.68       106932.96       249498.64
     1976       71            131898.51        94793.39       226691.90
     1976       72            125912.69        92567.75       218480.44
     1976       73            119817.16        85479.26       205296.42
     1976       74            104265.16        75083.60       179348.76
     1976       75            118310.13        72265.00       190575.13
     1976       76             81265.27        55143.74       136409.01
     1976       77             80396.91        51548.88       131945.79
     1976       78             72182.57        45450.06       117632.63
     1976       79             71568.32        43794.76       115363.08
     1976       80             63826.42        36663.79       100490.21
     1976       81             55792.72        30737.61        86530.33
     1976       82             47840.35        25750.99        73591.34
     1976       83             43969.07        22520.86        66489.93
     1976       84             34586.37        17476.30        52062.67
     1976       85             32638.45        15386.49        48024.94
     1976       86             26308.87        12771.09        39079.96
     1976       87             22846.28        10566.41        33412.69
     1976       88             16497.12         7429.08        23926.20
     1976       89             13368.53         5670.18        19038.71
     1976       90             10497.46         4338.35        14835.81
     1976       91              8291.20         3246.38        11537.58
     1976       92              5348.39         2096.21         7444.60
     1976       93              4264.49         1610.40         5874.89
     1976       94              3099.23         1073.62         4172.85
     1976       95              2502.13          828.26         3330.39
     1976       96              1417.94          432.19         1850.13
     1976       97              1039.64          312.69         1352.33
     1976       98               648.20          207.01          855.21
     1976       99               450.19          141.97          592.16
     1976      100               295.68           91.03          386.71
     1976      101               170.08           50.92          221.00
     1976      102                97.87           30.84          128.71
     1976      103                57.00           16.92           73.92
     1976      104                32.11            8.97           41.08
     1976      105                17.83            4.68           22.51
     1976      106                 8.78            2.19           10.97
     1976      107                 4.12            0.91            5.03
     1976      108                 2.04            0.00            2.04
     1976      109                 0.32            0.00            0.32
     1976      110+                0.00            0.00            0.00
     1977        0            323492.02       342954.17       666446.19
     1977        1            319053.30       339925.92       658979.22
     1977        2            326277.38       344631.12       670908.50
     1977        3            319338.69       337766.25       657104.94
     1977        4            320558.07       338549.33       659107.40
     1977        5            318625.52       337162.78       655788.30
     1977        6            316119.36       334084.10       650203.46
     1977        7            313012.15       330173.73       643185.88
     1977        8            312792.85       329841.68       642634.53
     1977        9            321633.16       336534.28       658167.44
     1977       10            325720.59       343805.60       669526.19
     1977       11            323737.06       338949.25       662686.31
     1977       12            329791.53       345046.05       674837.58
     1977       13            319103.08       333355.14       652458.22
     1977       14            308862.17       323703.34       632565.51
     1977       15            304484.67       316005.12       620489.79
     1977       16            310190.59       314764.62       624955.21
     1977       17            301299.90       308635.58       609935.48
     1977       18            296089.04       308911.93       605000.97
     1977       19            289898.61       300003.13       589901.74
     1977       20            272070.19       280467.95       552538.14
     1977       21            267566.41       273374.98       540941.39
     1977       22            260064.85       259017.68       519082.53
     1977       23            258731.76       261501.38       520233.14
     1977       24            260260.00       263053.04       523313.04
     1977       25            245260.18       249045.25       494305.43
     1977       26            246914.34       251756.34       498670.68
     1977       27            249669.67       255267.83       504937.50
     1977       28            262738.08       268583.20       531321.28
     1977       29            246217.43       254882.04       501099.47
     1977       30            231324.85       236957.20       468282.05
     1977       31            249378.45       248587.67       497966.12
     1977       32            236671.88       235695.25       472367.13
     1977       33            233083.74       234547.52       467631.26
     1977       34            207658.20       208115.11       415773.31
     1977       35            189590.63       192238.52       381829.15
     1977       36            231884.15       231155.65       463039.80
     1977       37            170532.58       166285.12       336817.70
     1977       38            185786.62       182545.12       368331.74
     1977       39            212533.72       209202.89       421736.61
     1977       40            242174.69       230322.90       472497.59
     1977       41            235747.13       230766.78       466513.91
     1977       42            236117.89       229725.99       465843.88
     1977       43            246031.05       241543.53       487574.58
     1977       44            244515.59       240400.17       484915.76
     1977       45            236090.41       233867.25       469957.66
     1977       46            248468.07       240827.72       489295.79
     1977       47            231260.09       225221.43       456481.52
     1977       48            234453.50       225969.86       460423.36
     1977       49            224378.57       216779.02       441157.59
     1977       50            224868.21       218119.64       442987.85
     1977       51            221236.37       209349.99       430586.36
     1977       52            217565.61       207716.31       425281.92
     1977       53            211642.31       203546.26       415188.57
     1977       54            215776.89       200239.37       416016.26
     1977       55            199056.90       193206.52       392263.42
     1977       56            200422.78       178529.85       378952.63
     1977       57            175588.54       152900.93       328489.47
     1977       58            177428.06       148052.98       325481.04
     1977       59            171306.08       141833.89       313139.97
     1977       60            168077.27       138951.95       307029.22
     1977       61            171739.18       141590.82       313330.00
     1977       62            172839.61       140735.44       313575.05
     1977       63            168643.95       137775.36       306419.31
     1977       64            170415.26       137033.92       307449.18
     1977       65            161905.46       131883.40       293788.86
     1977       66            168434.92       130666.85       299101.77
     1977       67            153815.01       122820.42       276635.43
     1977       68            150971.93       120261.68       271233.61
     1977       69            145046.35       113048.75       258095.10
     1977       70            139183.77       104942.72       244126.49
     1977       71            138583.24       101862.22       240445.46
     1977       72            128154.91        90270.91       218425.82
     1977       73            121853.68        87666.46       209520.14
     1977       74            115301.32        80458.57       195759.89
     1977       75            100529.54        70560.25       171089.79
     1977       76            111713.76        66899.12       178612.88
     1977       77             77994.66        51160.20       129154.86
     1977       78             75424.50        47034.86       122459.36
     1977       79             67509.31        41315.90       108825.21
     1977       80             68373.51        39556.24       107929.75
     1977       81             58774.42        32659.79        91434.21
     1977       82             50862.72        27030.61        77893.33
     1977       83             43039.35        22340.99        65380.34
     1977       84             38934.07        19216.86        58150.93
     1977       85             30232.37        14803.30        45035.67
     1977       86             28010.45        12835.49        40845.94
     1977       87             22358.87        10459.09        32817.96
     1977       88             19040.28         8526.41        27566.69
     1977       89             13593.12         5862.08        19455.20
     1977       90             10672.53         4415.18        15087.71
     1977       91              8333.46         3311.35        11644.81
     1977       92              6431.20         2441.38         8872.58
     1977       93              4047.39         1544.21         5591.60
     1977       94              3148.49         1134.40         4282.89
     1977       95              2259.23          758.62         3017.85
     1977       96              1803.13          579.26         2382.39
     1977       97              1010.94          303.19         1314.13
     1977       98               696.64          222.69          919.33
     1977       99               453.20          154.01          607.21
     1977      100               295.36           93.54          388.90
     1977      101               191.51           57.01          248.52
     1977      102               108.02           31.15          139.17
     1977      103                60.89           18.51           79.40
     1977      104                34.75            9.77           44.52
     1977      105                19.22            4.92           24.14
     1977      106                10.31            2.37           12.68
     1977      107                 4.88            0.89            5.77
     1977      108                 2.12            0.26            2.38
     1977      109                 0.94            0.00            0.94
     1977      110+                0.00            0.00            0.00
     1978        0            312922.76       333078.41       646001.17
     1978        1            321614.06       341137.52       662751.58
     1978        2            319774.17       340284.20       660058.37
     1978        3            325184.78       344196.63       669381.41
     1978        4            319029.25       337977.87       657007.12
     1978        5            320826.94       339043.30       659870.24
     1978        6            318710.71       337550.53       656261.24
     1978        7            316662.87       334755.84       651418.71
     1978        8            314191.94       331413.60       645605.54
     1978        9            313480.17       330353.98       643834.15
     1978       10            322098.35       337059.27       659157.62
     1978       11            327304.60       346002.18       673306.78
     1978       12            324292.82       339539.51       663832.33
     1978       13            330284.59       345143.74       675428.33
     1978       14            319654.59       333921.28       653575.87
     1978       15            309036.41       323682.94       632719.35
     1978       16            304953.29       315814.05       620767.34
     1978       17            309736.35       312660.21       622396.56
     1978       18            301071.03       306934.39       608005.42
     1978       19            295293.10       307213.96       602507.06
     1978       20            288827.01       298242.00       587069.01
     1978       21            270915.01       278544.66       549459.67
     1978       22            266093.54       271461.05       537554.59
     1978       23            258497.27       257790.98       516288.25
     1978       24            256523.19       260152.29       516675.48
     1978       25            257951.83       261105.65       519057.48
     1978       26            243979.67       248108.28       492087.95
     1978       27            245647.94       250065.36       495713.30
     1978       28            248922.34       253269.83       502192.17
     1978       29            261780.35       266162.34       527942.69
     1978       30            246699.89       253835.04       500534.93
     1978       31            231187.48       235559.05       466746.53
     1978       32            248749.67       247999.36       496749.03
     1978       33            236487.62       236003.25       472490.87
     1978       34            233149.43       234686.57       467836.00
     1978       35            207851.29       208714.09       416565.38
     1978       36            190252.37       193049.92       383302.29
     1978       37            229812.24       229055.79       458868.03
     1978       38            172028.16       168180.35       340208.51
     1978       39            185748.43       182692.15       368440.58
     1978       40            212751.02       209339.01       422090.03
     1978       41            241668.80       230067.94       471736.74
     1978       42            235568.93       230446.08       466015.01
     1978       43            236109.91       229721.24       465831.15
     1978       44            245804.55       241156.06       486960.61
     1978       45            244098.02       239861.29       483959.31
     1978       46            236389.01       233766.92       470155.93
     1978       47            247282.81       239363.37       486646.18
     1978       48            231429.51       224915.34       456344.85
     1978       49            233807.87       224941.57       458749.44
     1978       50            223967.04       215932.03       439899.07
     1978       51            224422.88       216960.57       441383.45
     1978       52            220353.84       208056.22       428410.06
     1978       53            217211.07       206630.08       423841.15
     1978       54            211058.47       202292.20       413350.67
     1978       55            214475.59       198338.10       412813.69
     1978       56            198674.49       191466.44       390140.93
     1978       57            198376.07       176051.25       374427.32
     1978       58            175500.09       151731.91       327232.00
     1978       59            176152.57       145996.32       322148.89
     1978       60            170349.02       139745.15       310094.17
     1978       61            167231.37       137126.25       304357.62
     1978       62            170500.78       139310.72       309811.50
     1978       63            171484.06       138365.49       309849.55
     1978       64            167234.00       135070.26       302304.26
     1978       65            168762.59       134181.76       302944.35
     1978       66            160336.85       128873.48       289210.33
     1978       67            165451.98       126820.72       292272.70
     1978       68            152070.17       119289.13       271359.30
     1978       69            148515.98       116456.11       264972.09
     1978       70            142314.97       108937.26       251252.23
     1978       71            135944.20       100775.14       236719.34
     1978       72            134417.80        96718.47       231136.27
     1978       73            124160.32        85838.44       209998.76
     1978       74            117598.68        83014.17       200612.85
     1978       75            110796.49        75495.88       186292.37
     1978       76             96608.91        66003.90       162612.81
     1978       77            105212.38        61744.24       166956.62
     1978       78             74476.06        47278.65       121754.71
     1978       79             70479.10        42575.83       113054.93
     1978       80             64434.89        37404.92       101839.81
     1978       81             62919.51        35295.24        98214.75
     1978       82             53569.42        28814.79        82384.21
     1978       83             45882.72        23535.61        69418.33
     1978       84             38288.35        19223.99        57512.34
     1978       85             34177.07        16276.86        50453.93
     1978       86             26224.37        12387.30        38611.67
     1978       87             23898.45        10594.49        34492.94
     1978       88             18915.87         8479.09        27394.96
     1978       89             15695.28         6762.41        22457.69
     1978       90             11052.12         4551.08        15603.20
     1978       91              8493.53         3367.18        11860.71
     1978       92              6537.46         2480.35         9017.81
     1978       93              4901.20         1826.38         6727.58
     1978       94              3052.39         1104.21         4156.60
     1978       95              2336.49          792.40         3128.89
     1978       96              1614.23          541.62         2155.85
     1978       97              1292.13          424.26         1716.39
     1978       98               678.94          207.19          886.13
     1978       99               480.64          146.69          627.33
     1978      100               302.02           95.74          397.76
     1978      101               191.31           56.34          247.65
     1978      102               121.48           33.20          154.68
     1978      103                67.13           17.40           84.53
     1978      104                36.99            9.97           46.96
     1978      105                20.64            4.85           25.49
     1978      106                11.18            2.14           13.32
     1978      107                 5.70            0.79            6.49
     1978      108                 2.53            0.00            2.53
     1978      109                 0.93            0.00            0.93
     1978      110+                0.30            0.00            0.30
     1979        0            302852.15       324032.27       626884.42
     1979        1            311196.29       330777.22       641973.51
     1979        2            320222.10       339955.86       660177.96
     1979        3            320614.03       340710.48       661324.51
     1979        4            324126.19       343837.14       667963.33
     1979        5            318760.81       338218.49       656979.30
     1979        6            321114.82       339570.27       660685.09
     1979        7            318788.90       337971.29       656760.19
     1979        8            317194.37       335428.57       652622.94
     1979        9            315355.72       332644.46       648000.18
     1979       10            314162.48       330898.29       645060.77
     1979       11            322563.54       337588.27       660151.81
     1979       12            328876.61       348160.76       677037.37
     1979       13            324811.57       340123.78       664935.35
     1979       14            330778.66       345254.42       676033.08
     1979       15            320158.11       334447.43       654605.54
     1979       16            309206.65       323611.54       632818.19
     1979       17            305412.91       315556.98       620969.89
     1979       18            309283.10       310465.80       619748.90
     1979       19            300803.16       305161.19       605964.35
     1979       20            294481.16       305478.98       599960.14
     1979       21            287739.42       296473.86       584213.28
     1979       22            269783.83       276623.36       546407.19
     1979       23            264596.67       269502.12       534098.79
     1979       24            256939.69       256538.27       513477.96
     1979       25            254312.62       258786.19       513098.81
     1979       26            255629.65       259138.25       514767.90
     1979       27            242682.15       247168.31       489850.46
     1979       28            244384.53       248347.38       492731.91
     1979       29            248165.00       251277.83       499442.83
     1979       30            260795.62       263715.48       524511.10
     1979       31            247158.35       252788.04       499946.39
     1979       32            231049.12       234082.90       465132.02
     1979       33            248126.89       247372.04       495498.93
     1979       34            236285.35       236261.25       472546.60
     1979       35            233193.12       234805.61       467998.73
     1979       36            208031.39       209304.07       417335.46
     1979       37            190902.12       193831.32       384733.44
     1979       38            227718.32       226909.92       454628.24
     1979       39            173539.75       170043.59       343583.34
     1979       40            185713.25       182787.17       368500.42
     1979       41            212962.32       209414.14       422376.46
     1979       42            241148.90       229715.98       470864.88
     1979       43            235379.74       230051.39       465431.13
     1979       44            236051.93       229628.49       465680.42
     1979       45            245585.05       240650.59       486235.64
     1979       46            243659.44       239292.41       482951.85
     1979       47            236653.60       233539.59       470193.19
     1979       48            246014.55       237774.02       483788.57
     1979       49            231498.94       224539.24       456038.18
     1979       50            233056.24       223771.27       456827.51
     1979       51            223532.51       215036.03       438568.54
     1979       52            223930.54       215736.49       439667.03
     1979       53            219379.32       206622.44       426001.76
     1979       54            216806.54       205378.84       422185.38
     1979       55            210435.63       200893.15       411328.78
     1979       56            213061.29       196365.83       409427.12
     1979       57            198287.07       189610.35       387897.42
     1979       58            196281.35       173449.65       369731.00
     1979       59            175402.64       150446.90       325849.54
     1979       60            174750.08       143688.67       318438.75
     1979       61            169361.95       137592.41       306954.36
     1979       62            166393.47       135017.55       301411.02
     1979       63            169252.38       136893.61       306145.99
     1979       64            169963.52       135818.53       305782.05
     1979       65            165830.05       132155.15       297985.20
     1979       66            166916.92       131141.60       298058.52
     1979       67            158637.23       125693.57       284330.80
     1979       68            162319.03       122766.58       285085.61
     1979       69            150083.32       115551.85       265635.17
     1979       70            145738.02       112413.54       258151.56
     1979       71            139334.59       104692.76       244027.35
     1979       72            132636.63        96207.57       228844.20
     1979       73            129887.36        91507.73       221395.09
     1979       74            119854.72        81293.96       201148.68
     1979       75            113077.68        78164.88       191242.56
     1979       76            105781.66        70441.19       176222.85
     1979       77             92622.29        61475.55       154097.84
     1979       78             98315.01        56596.35       154911.36
     1979       79             71046.45        43403.11       114449.56
     1979       80             66692.33        38655.27       105347.60
     1979       81             59450.89        33323.92        92774.81
     1979       82             57447.51        31293.24        88740.75
     1979       83             48450.42        25249.79        73700.21
     1979       84             40904.72        20238.61        61143.33
     1979       85             33815.35        16330.99        50146.34
     1979       86             29660.07        13693.86        43353.93
     1979       87             22524.37        10227.30        32751.67
     1979       88             20196.45         8669.49        28865.94
     1979       89             15743.87         6750.09        22493.96
     1979       90             12621.28         5251.41        17872.69
     1979       91              8876.12         3490.08        12366.20
     1979       92              6644.53         2528.18         9172.71
     1979       93              5027.46         1805.35         6832.81
     1979       94              3692.20         1319.38         5011.58
     1979       95              2281.39          795.21         3076.60
     1979       96              1687.49          559.40         2246.89
     1979       97              1167.23          382.62         1549.85
     1979       98               898.13          289.26         1187.39
     1979       99               467.94          146.19          614.13
     1979      100               307.68           94.04          401.72
     1979      101               182.12           57.62          239.74
     1979      102               110.83           33.09          143.92
     1979      103                67.49           18.85           86.34
     1979      104                35.65            9.42           45.07
     1979      105                18.58            5.20           23.78
     1979      106                 9.75            2.20           11.95
     1979      107                 4.97            0.70            5.67
     1979      108                 2.12            0.00            2.12
     1979      109                 0.68            0.00            0.68
     1979      110+                0.00            0.00            0.00
     1980        0            287914.36       306160.25       594074.61
     1980        1            300896.45       321416.80       622313.25
     1980        2            309954.82       329102.03       639056.85
     1980        3            318976.15       338873.21       657849.36
     1980        4            321492.90       341149.76       662642.66
     1980        5            323114.60       343494.65       666609.25
     1980        6            318484.37       338467.11       656951.48
     1980        7            321430.69       340104.25       661534.94
     1980        8            318881.08       338367.05       657248.13
     1980        9            317743.87       336126.31       653870.18
     1980       10            316529.50       333910.33       650439.83
     1980       11            314846.80       331429.59       646276.39
     1980       12            323038.72       338125.27       661163.99
     1980       13            330466.62       350332.34       680798.96
     1980       14            325352.33       340690.05       666042.38
     1980       15            331258.72       345308.11       676566.83
     1980       16            320671.62       334928.58       655600.20
     1980       17            309376.90       323488.13       632865.03
     1980       18            305868.53       315219.91       621088.44
     1980       19            308828.86       308281.38       617110.24
     1980       20            300536.29       303367.00       603903.29
     1980       21            293661.22       303801.01       597462.23
     1980       22            286662.83       294707.72       581370.55
     1980       23            268610.65       274688.07       543298.72
     1980       24            263098.80       267594.19       530692.99
     1980       25            255400.12       255296.57       510696.69
     1980       26            252099.06       257435.09       509534.15
     1980       27            253302.48       257172.86       510475.34
     1980       28            241390.64       246222.34       487612.98
     1980       29            243140.13       246650.40       489790.53
     1980       30            247386.66       249274.83       496661.49
     1980       31            259818.88       261238.61       521057.49
     1980       32            247628.81       251733.05       499361.86
     1980       33            230893.75       232627.74       463521.49
     1980       34            247503.11       246787.73       494290.84
     1980       35            236068.09       236513.25       472581.34
     1980       36            233245.81       234886.66       468132.47
     1980       37            208237.48       209905.04       418142.52
     1980       38            191512.87       194559.71       386072.58
     1980       39            225594.41       224684.06       450278.47
     1980       40            175022.33       171903.83       346926.16
     1980       41            185674.06       182879.20       368553.26
     1980       42            213152.62       209424.26       422576.88
     1980       43            240624.01       229299.02       469923.03
     1980       44            235157.54       229615.70       464773.24
     1980       45            235952.95       229459.73       465412.68
     1980       46            245298.55       240111.12       485409.67
     1980       47            243217.87       238663.52       481881.39
     1980       48            236895.19       233272.25       470167.44
     1980       49            244720.29       236149.67       480869.96
     1980       50            231580.36       224027.15       455607.51
     1980       51            232258.61       222509.98       454768.59
     1980       52            223073.97       214015.04       437089.01
     1980       53            223409.21       214285.42       437694.63
     1980       54            218371.79       205065.67       423437.46
     1980       55            216421.00       204045.60       420466.60
     1980       56            209729.79       199398.09       409127.88
     1980       57            211661.99       194295.56       405957.55
     1980       58            197801.66       187615.26       385416.92
     1980       59            194151.63       170721.06       364872.69
     1980       60            175137.19       148958.88       324096.07
     1980       61            173427.59       141346.02       314773.61
     1980       62            168213.89       135357.67       303571.56
     1980       63            165429.58       132892.86       298322.44
     1980       64            167929.98       134360.50       302290.48
     1980       65            168308.97       133162.57       301471.54
     1980       66            164328.10       129217.05       293545.15
     1980       67            164959.25       128029.45       292988.70
     1980       68            156872.61       122303.65       279176.26
     1980       69            159115.08       118605.45       277720.53
     1980       70            147875.47       111747.56       259623.03
     1980       71            143050.07       108229.97       251280.04
     1980       72            136279.21       100406.27       236685.48
     1980       73            129156.06        91690.99       220847.05
     1980       74            125359.92        86289.98       211649.90
     1980       75            115400.13        76691.48       192091.61
     1980       76            108495.68        73104.59       181600.27
     1980       77            100697.82        65518.49       166216.31
     1980       78             88552.66        57009.20       145561.86
     1980       79             91415.64        51536.47       142952.11
     1980       80             66774.69        39448.85       106223.54
     1980       81             61799.33        34707.27        96506.60
     1980       82             54634.89        29641.92        84276.81
     1980       83             52170.51        27443.24        79613.75
     1980       84             43379.42        21863.79        65243.21
     1980       85             36238.72        17368.61        53607.33
     1980       86             29551.35        13811.99        43363.34
     1980       87             25595.07        11420.86        37015.93
     1980       88             19151.37         8407.30        27558.67
     1980       89             17035.45         7080.49        24115.94
     1980       90             12832.87         5369.09        18201.96
     1980       91             10195.28         4074.41        14269.69
     1980       92              7082.12         2641.08         9723.20
     1980       93              5144.53         1848.18         6992.71
     1980       94              3836.46         1350.35         5186.81
     1980       95              2784.20          950.38         3734.58
     1980       96              1663.39          561.21         2224.60
     1980       97              1221.49          408.40         1629.89
     1980       98               835.23          283.62         1118.85
     1980       99               596.13          203.26          799.39
     1980      100               313.06           92.98          406.04
     1980      101               198.06           59.81          257.87
     1980      102               114.01           35.62          149.63
     1980      103                67.34           20.06           87.40
     1980      104                39.78           11.03           50.81
     1980      105                20.34            5.20           25.54
     1980      106                10.10            2.74           12.84
     1980      107                 5.01            0.88            5.89
     1980      108                 2.41            0.00            2.41
